8,0.405,0.299,0.115,0.34,0.146,0.106,0.088,0,1,0
10,0.34,0.242,0.086,0.021,0.001,0.018,0.002,0,1,0
27,0.753,0.619,0.209,1.664,0.795,0.337,0.532,1,0,0
14,0.385,0.298,0.106,0.292,0.173,0.057,0.062,1,0,0
15,0.688,0.512,0.188,1.277,0.632,0.285,0.36,1,0,0
14,0.512,0.405,0.151,0.592,0.239,0.163,0.19,0,1,0
9,0.331,0.259,0.116,0.203,0.073,0.047,0.083,0,1,0
16,0.661,0.516,0.176,1.291,0.654,0.294,0.343,0,0,1
24,0.542,0.421,0.156,0.938,0.374,0.193,0.371,0,0,1
20,0.508,0.404,0.122,0.603,0.311,0.133,0.159,1,0,0
14,0.649,0.481,0.171,1.194,0.565,0.301,0.328,0,0,1
24,0.593,0.455,0.158,1.127,0.449,0.272,0.406,1,0,0
15,0.404,0.335,0.133,0.576,0.238,0.078,0.26,0,1,0
18,0.534,0.407,0.148,1.005,0.481,0.235,0.289,0,0,1
14,0.588,0.45,0.126,0.887,0.435,0.231,0.221,1,0,0
1,0.201,0.118,0.043,0.004,0.001,0.001,0.002,1,0,0
18,0.44,0.327,0.076,0.456,0.226,0.067,0.163,0,0,1
16,0.637,0.497,0.171,1.361,0.613,0.332,0.416,0,0,1
12,0.539,0.409,0.13,0.841,0.383,0.234,0.224,1,0,0
15,0.434,0.331,0.119,0.697,0.283,0.187,0.227,0,0,1
14,0.347,0.269,0.086,0.186,0.074,0.058,0.054,0,0,1
20,0.516,0.399,0.135,0.921,0.418,0.184,0.319,0,1,0
18,0.549,0.415,0.15,0.753,0.306,0.174,0.273,0,0,1
9,0.618,0.475,0.155,1.096,0.654,0.201,0.241,1,0,0
20,0.591,0.48,0.166,0.825,0.375,0.221,0.229,1,0,0
12,0.408,0.31,0.128,0.214,0.054,0.02,0.14,1,0,0
16,0.553,0.463,0.124,0.736,0.352,0.164,0.22,0,0,1
18,0.433,0.344,0.115,0.391,0.073,0.113,0.205,0,1,0
4,0.306,0.232,0.055,0.123,0.12,0.001,0.002,1,0,0
16,0.51,0.399,0.175,1.137,0.518,0.289,0.33,0,0,1
14,0.355,0.274,0.054,0.166,0.153,0.01,0.003,0,1,0
20,0.447,0.352,0.141,0.688,0.327,0.113,0.248,0,0,1
15,0.421,0.353,0.119,0.375,0.183,0.074,0.118,1,0,0
12,0.326,0.242,0.032,0.013,0.01,0.001,0.002,0,0,1
10,0.428,0.336,0.111,0.359,0.213,0.077,0.069,0,0,1
12,0.519,0.425,0.173,1.229,0.574,0.253,0.402,0,0,1
12,0.381,0.272,0.093,0.045,0.001,0.042,0.002,0,0,1
9,0.474,0.368,0.117,0.555,0.35,0.131,0.074,0,0,1
18,0.642,0.501,0.169,1.206,0.516,0.297,0.393,0,1,0
4,0.32,0.237,0.09,0.116,0.102,0.001,0.013,0,0,1
8,0.501,0.409,0.101,0.558,0.292,0.12,0.146,0,1,0
9,0.279,0.182,0.046,0.004,0.001,0.001,0.002,0,0,1
18,0.63,0.478,0.172,1.023,0.45,0.227,0.346,0,1,0
20,0.506,0.385,0.164,0.905,0.386,0.236,0.283,0,1,0
10,0.295,0.219,0.083,0.004,0.001,0.001,0.002,1,0,0
6,0.464,0.334,0.137,0.749,0.31,0.161,0.278,1,0,0
10,0.407,0.317,0.105,0.104,0.045,0.013,0.046,0,0,1
10,0.475,0.38,0.133,0.793,0.402,0.203,0.188,1,0,0
26,0.561,0.455,0.179,1.05,0.413,0.277,0.36,0,1,0
10,0.561,0.433,0.113,0.731,0.346,0.185,0.2,1,0,0
9,0.574,0.44,0.164,1.124,0.579,0.241,0.304,0,0,1
14,0.612,0.492,0.146,1.393,0.665,0.322,0.406,1,0,0
21,0.655,0.537,0.17,1.519,0.726,0.358,0.435,1,0,0
12,0.59,0.467,0.132,0.939,0.457,0.21,0.272,0,0,1
14,0.501,0.345,0.127,0.421,0.158,0.113,0.15,0,1,0
15,0.659,0.51,0.166,1.253,0.646,0.274,0.333,0,0,1
14,0.505,0.411,0.114,0.756,0.36,0.177,0.219,0,0,1
14,0.436,0.359,0.115,0.477,0.207,0.117,0.153,1,0,0
18,0.401,0.317,0.094,0.073,0.001,0.01,0.062,0,1,0
15,0.54,0.418,0.146,0.596,0.268,0.144,0.184,1,0,0
18,0.74,0.597,0.197,1.635,0.782,0.37,0.483,1,0,0
14,0.523,0.388,0.138,0.655,0.31,0.159,0.186,0,0,1
16,0.603,0.453,0.178,1.111,0.574,0.231,0.306,0,1,0
10,0.334,0.222,0.085,0.09,0.033,0.001,0.056,0,0,1
12,0.406,0.299,0.092,0.098,0.039,0.001,0.058,0,1,0
9,0.329,0.27,0.069,0.075,0.072,0.001,0.002,0,0,1
10,0.426,0.352,0.126,0.385,0.155,0.078,0.152,0,1,0
15,0.417,0.344,0.094,0.397,0.213,0.057,0.127,1,0,0
4,0.382,0.307,0.128,0.621,0.314,0.136,0.171,0,0,1
14,0.494,0.364,0.094,0.67,0.278,0.196,0.196,0,1,0
16,0.54,0.403,0.153,0.683,0.283,0.162,0.238,0,0,1
12,0.694,0.552,0.219,1.389,0.619,0.316,0.454,0,0,1
15,0.55,0.411,0.155,0.831,0.393,0.199,0.239,1,0,0
16,0.597,0.487,0.161,1.173,0.506,0.249,0.418,0,1,0
18,0.662,0.509,0.169,0.86,0.382,0.195,0.283,0,0,1
10,0.653,0.523,0.187,1.513,0.77,0.367,0.376,1,0,0
14,0.441,0.341,0.097,0.345,0.169,0.078,0.098,0,0,1
10,0.463,0.364,0.126,0.611,0.259,0.13,0.222,1,0,0
15,0.522,0.398,0.17,0.57,0.225,0.143,0.202,0,0,1
21,0.518,0.397,0.145,0.679,0.224,0.208,0.247,0,0,1
22,0.388,0.283,0.073,0.128,0.042,0.003,0.083,1,0,0
12,0.352,0.295,0.088,0.675,0.412,0.123,0.14,1,0,0
24,0.652,0.54,0.192,1.152,0.534,0.223,0.395,0,0,1
12,0.342,0.257,0.071,0.051,0.001,0.017,0.033,0,0,1
1,0.29,0.197,0.053,0.004,0.001,0.001,0.002,0,0,1
9,0.467,0.36,0.108,0.693,0.342,0.171,0.18,1,0,0
16,0.432,0.34,0.126,0.51,0.245,0.103,0.162,0,1,0
12,0.373,0.297,0.109,0.548,0.239,0.114,0.195,1,0,0
8,0.472,0.354,0.122,0.358,0.17,0.107,0.081,0,1,0
14,0.516,0.381,0.134,0.53,0.262,0.09,0.178,0,0,1
12,0.538,0.401,0.142,0.832,0.393,0.191,0.248,1,0,0
10,0.41,0.324,0.104,0.401,0.176,0.109,0.116,0,0,1
15,0.545,0.432,0.16,0.812,0.361,0.235,0.216,0,0,1
18,0.662,0.521,0.167,1.344,0.641,0.251,0.452,0,0,1
16,0.523,0.384,0.102,0.622,0.336,0.124,0.162,0,0,1
16,0.62,0.486,0.175,1.405,0.682,0.32,0.403,0,1,0
15,0.486,0.381,0.135,0.589,0.293,0.115,0.181,0,0,1
9,0.536,0.424,0.105,0.778,0.367,0.22,0.191,1,0,0
16,0.665,0.55,0.201,1.641,0.715,0.463,0.463,0,0,1
27,0.655,0.518,0.202,1.605,0.669,0.404,0.532,0,0,1
14,0.39,0.311,0.078,0.062,0.002,0.001,0.059,0,0,1
15,0.437,0.319,0.099,0.843,0.4,0.183,0.26,0,1,0
15,0.505,0.405,0.143,1.017,0.487,0.238,0.292,0,0,1
14,0.337,0.264,0.112,0.055,0.05,0.001,0.004,0,0,1
12,0.506,0.386,0.11,0.61,0.252,0.115,0.243,0,0,1
10,0.525,0.374,0.112,0.722,0.328,0.225,0.169,1,0,0
9,0.345,0.248,0.068,0.167,0.001,0.078,0.088,0,0,1
20,0.605,0.463,0.179,1.215,0.579,0.266,0.37,0,0,1
18,0.555,0.452,0.137,1.12,0.6,0.257,0.263,0,0,1
14,0.535,0.415,0.101,0.674,0.397,0.111,0.166,1,0,0
18,0.717,0.543,0.214,1.469,0.742,0.296,0.431,0,0,1
6,0.421,0.301,0.102,0.338,0.147,0.09,0.101,0,1,0
21,0.443,0.345,0.137,0.858,0.408,0.195,0.255,1,0,0
20,0.582,0.479,0.148,1.532,0.781,0.324,0.427,1,0,0
21,0.654,0.525,0.172,1.285,0.658,0.272,0.355,0,1,0
18,0.386,0.307,0.074,0.353,0.124,0.097,0.132,0,0,1
12,0.452,0.358,0.1,0.457,0.183,0.099,0.175,0,0,1
6,0.291,0.234,0.07,0.218,0.151,0.03,0.037,0,0,1
24,0.621,0.494,0.175,1.108,0.495,0.289,0.324,0,0,1
21,0.467,0.363,0.14,0.769,0.314,0.202,0.253,0,1,0
16,0.55,0.436,0.131,0.562,0.22,0.138,0.204,1,0,0
26,0.528,0.441,0.132,0.601,0.176,0.144,0.281,0,0,1
15,0.643,0.475,0.145,1.336,0.731,0.291,0.314,1,0,0
21,0.797,0.65,0.248,2.031,0.962,0.502,0.567,0,0,1
18,0.448,0.365,0.11,0.377,0.136,0.034,0.207,0,1,0
22,0.613,0.492,0.197,1.147,0.472,0.252,0.423,0,1,0
10,0.527,0.422,0.126,0.723,0.36,0.161,0.202,0,0,1
9,0.407,0.338,0.111,0.394,0.237,0.082,0.075,0,1,0
10,0.437,0.335,0.129,0.407,0.188,0.081,0.138,0,0,1
22,0.555,0.445,0.171,0.979,0.474,0.218,0.287,0,0,1
15,0.675,0.526,0.159,1.287,0.499,0.322,0.466,0,1,0
14,0.414,0.306,0.122,0.302,0.172,0.103,0.027,0,0,1
21,0.626,0.497,0.18,1.165,0.535,0.254,0.376,0,1,0
15,0.205,0.144,0.035,0.004,0.001,0.001,0.002,0,0,1
16,0.261,0.204,0.069,0.013,0.001,0.001,0.011,0,1,0
12,0.438,0.344,0.104,0.538,0.215,0.171,0.152,0,1,0
16,0.684,0.528,0.188,1.54,0.697,0.376,0.467,0,0,1
21,0.509,0.396,0.128,0.598,0.209,0.125,0.264,0,0,1
22,0.704,0.577,0.177,1.461,0.668,0.325,0.468,0,1,0
15,0.495,0.382,0.13,0.86,0.331,0.244,0.285,0,0,1
18,0.64,0.521,0.183,1.375,0.614,0.381,0.38,0,1,0
6,0.332,0.261,0.055,0.066,0.058,0.001,0.007,1,0,0
20,0.554,0.45,0.155,0.746,0.285,0.199,0.262,0,0,1
10,0.402,0.328,0.085,0.439,0.141,0.153,0.145,0,0,1
15,0.526,0.401,0.136,0.794,0.361,0.176,0.257,0,0,1
21,0.485,0.34,0.13,0.99,0.476,0.235,0.279,1,0,0
21,0.509,0.398,0.136,0.408,0.09,0.187,0.131,0,1,0
14,0.469,0.355,0.122,0.45,0.186,0.111,0.153,0,0,1
18,0.532,0.428,0.161,0.764,0.335,0.19,0.239,0,1,0
16,0.435,0.365,0.131,0.647,0.185,0.165,0.297,0,0,1
22,0.57,0.475,0.17,0.964,0.476,0.213,0.275,0,1,0
12,0.393,0.271,0.113,0.546,0.244,0.129,0.173,0,0,1
14,0.438,0.339,0.139,0.487,0.205,0.141,0.141,0,1,0
8,0.332,0.266,0.072,0.079,0.042,0.035,0.002,0,0,1
9,0.461,0.334,0.082,0.394,0.248,0.074,0.072,0,0,1
9,0.672,0.525,0.206,1.458,0.746,0.34,0.372,0,0,1
15,0.507,0.391,0.123,0.828,0.341,0.178,0.309,1,0,0
20,0.559,0.446,0.172,0.882,0.368,0.186,0.328,1,0,0
9,0.401,0.306,0.083,0.198,0.044,0.038,0.116,0,1,0
20,0.556,0.44,0.173,1.005,0.47,0.197,0.338,0,0,1
16,0.384,0.296,0.118,0.633,0.218,0.152,0.263,0,0,1
16,0.709,0.523,0.174,1.392,0.639,0.323,0.43,0,1,0
14,0.548,0.434,0.159,0.923,0.434,0.211,0.278,0,0,1
22,0.651,0.519,0.187,1.273,0.629,0.296,0.348,0,0,1
8,0.453,0.336,0.097,0.417,0.237,0.061,0.119,0,1,0
12,0.427,0.321,0.069,0.223,0.119,0.054,0.05,0,1,0
14,0.485,0.37,0.15,0.912,0.475,0.167,0.27,0,0,1
24,0.527,0.418,0.178,0.725,0.25,0.206,0.269,0,0,1
9,0.442,0.313,0.105,0.584,0.279,0.158,0.147,0,0,1
18,0.588,0.471,0.181,0.88,0.443,0.16,0.277,1,0,0
16,0.463,0.344,0.148,0.621,0.252,0.154,0.215,0,1,0
22,0.527,0.435,0.158,0.96,0.379,0.199,0.382,0,1,0
8,0.246,0.165,0.056,0.036,0.033,0.001,0.002,0,0,1
12,0.55,0.424,0.154,1.119,0.57,0.224,0.325,1,0,0
16,0.607,0.459,0.171,1.193,0.503,0.326,0.364,0,0,1
20,0.643,0.527,0.205,1.435,0.637,0.34,0.458,0,0,1
14,0.384,0.306,0.067,0.11,0.001,0.001,0.108,0,1,0
12,0.339,0.281,0.093,0.234,0.119,0.034,0.081,0,0,1
16,0.583,0.463,0.15,1.227,0.607,0.298,0.322,1,0,0
15,0.538,0.421,0.112,1.071,0.651,0.204,0.216,1,0,0
18,0.351,0.268,0.132,0.296,0.05,0.106,0.14,0,0,1
12,0.361,0.27,0.089,0.078,0.031,0.045,0.002,1,0,0
21,0.582,0.453,0.18,1.106,0.475,0.289,0.342,0,1,0
1,0.391,0.306,0.068,0.333,0.21,0.061,0.062,0,1,0
14,0.354,0.261,0.117,0.049,0.001,0.018,0.03,0,1,0
16,0.514,0.396,0.121,0.576,0.264,0.095,0.217,0,0,1
10,0.482,0.372,0.113,0.782,0.405,0.136,0.241,1,0,0
14,0.449,0.319,0.129,0.449,0.21,0.089,0.15,0,0,1
10,0.474,0.384,0.121,0.275,0.119,0.093,0.063,0,1,0
20,0.631,0.489,0.178,1.197,0.563,0.269,0.365,1,0,0
21,0.619,0.479,0.161,1.132,0.488,0.224,0.42,0,0,1
9,0.419,0.268,0.08,0.564,0.261,0.172,0.131,0,0,1
15,0.607,0.481,0.152,0.914,0.389,0.236,0.289,1,0,0
21,0.751,0.567,0.2,1.441,0.7,0.314,0.427,0,0,1
10,0.371,0.282,0.077,0.004,0.001,0.001,0.002,0,1,0
16,0.593,0.467,0.168,1.093,0.432,0.25,0.411,0,1,0
16,0.512,0.416,0.127,0.863,0.397,0.199,0.267,0,1,0
14,0.576,0.445,0.16,0.969,0.44,0.217,0.312,0,0,1
18,0.429,0.35,0.098,0.11,0.025,0.021,0.064,1,0,0
10,0.454,0.349,0.112,0.826,0.327,0.237,0.262,1,0,0
22,0.683,0.551,0.209,1.358,0.583,0.329,0.446,0,0,1
20,0.489,0.418,0.131,0.447,0.164,0.084,0.199,1,0,0
18,0.535,0.424,0.127,0.77,0.31,0.163,0.297,0,1,0
21,0.602,0.47,0.188,0.894,0.449,0.214,0.231,1,0,0
16,0.482,0.369,0.131,0.791,0.387,0.171,0.233,0,0,1
2,0.429,0.327,0.105,0.514,0.196,0.164,0.154,0,1,0
6,0.375,0.258,0.079,0.288,0.223,0.041,0.024,0,1,0
16,0.444,0.343,0.131,0.372,0.112,0.089,0.171,0,1,0
14,0.47,0.368,0.157,0.43,0.159,0.092,0.179,0,0,1
18,0.633,0.51,0.182,1.344,0.647,0.337,0.36,0,0,1
16,0.439,0.334,0.112,0.486,0.188,0.124,0.174,1,0,0
9,0.462,0.379,0.112,0.413,0.165,0.112,0.136,0,0,1
22,0.521,0.43,0.146,0.757,0.345,0.171,0.241,0,1,0
9,0.472,0.334,0.103,0.484,0.236,0.101,0.147,0,0,1
22,0.685,0.51,0.187,1.284,0.628,0.318,0.338,1,0,0
14,0.47,0.367,0.164,0.692,0.288,0.182,0.222,0,1,0
16,0.369,0.292,0.102,0.373,0.139,0.097,0.137,1,0,0
21,0.527,0.414,0.132,0.924,0.367,0.265,0.292,1,0,0
16,0.506,0.414,0.107,0.757,0.37,0.17,0.217,1,0,0
14,0.45,0.35,0.144,0.705,0.234,0.204,0.267,0,0,1
16,0.566,0.446,0.158,0.681,0.299,0.18,0.202,0,1,0
10,0.479,0.352,0.134,0.715,0.343,0.154,0.218,1,0,0
22,0.741,0.58,0.219,1.841,0.876,0.4,0.565,1,0,0
14,0.528,0.412,0.177,1.001,0.468,0.257,0.276,0,0,1
14,0.513,0.379,0.138,0.861,0.391,0.158,0.312,1,0,0
10,0.356,0.278,0.078,0.116,0.01,0.052,0.054,0,0,1
14,0.517,0.409,0.103,0.606,0.294,0.141,0.171,0,0,1
16,0.588,0.44,0.153,0.95,0.504,0.231,0.215,0,0,1
18,0.655,0.522,0.187,1.291,0.631,0.294,0.366,0,1,0
16,0.458,0.339,0.114,0.38,0.169,0.082,0.129,0,0,1
12,0.456,0.336,0.125,0.431,0.154,0.129,0.148,1,0,0
12,0.561,0.447,0.141,0.728,0.317,0.169,0.242,0,0,1
21,0.62,0.482,0.175,0.761,0.364,0.164,0.233,0,0,1
15,0.505,0.394,0.181,0.757,0.253,0.178,0.326,0,1,0
14,0.46,0.339,0.123,0.606,0.237,0.209,0.16,1,0,0
10,0.541,0.43,0.135,1.107,0.55,0.229,0.328,1,0,0
15,0.455,0.346,0.106,0.478,0.238,0.053,0.187,0,1,0
14,0.438,0.328,0.148,0.673,0.256,0.19,0.227,0,0,1
12,0.459,0.388,0.124,0.66,0.288,0.159,0.213,0,1,0
22,0.644,0.514,0.152,1.244,0.522,0.331,0.391,1,0,0
10,0.608,0.477,0.161,1.063,0.576,0.216,0.271,1,0,0
18,0.593,0.487,0.149,0.722,0.285,0.183,0.254,0,0,1
12,0.526,0.409,0.134,0.607,0.245,0.119,0.243,0,0,1
10,0.529,0.412,0.142,1.052,0.575,0.23,0.247,1,0,0
16,0.528,0.395,0.145,0.877,0.404,0.201,0.272,0,1,0
10,0.422,0.316,0.105,0.544,0.265,0.136,0.143,1,0,0
12,0.471,0.383,0.106,0.426,0.165,0.128,0.133,1,0,0
18,0.662,0.53,0.178,1.154,0.527,0.261,0.366,0,0,1
18,0.466,0.37,0.11,0.797,0.37,0.148,0.279,0,0,1
18,0.549,0.408,0.122,0.892,0.396,0.167,0.329,0,1,0
18,0.713,0.551,0.183,1.603,0.763,0.407,0.433,0,0,1
12,0.503,0.405,0.116,0.734,0.435,0.146,0.153,0,0,1
21,0.464,0.352,0.144,0.363,0.136,0.08,0.147,0,0,1
6,0.325,0.234,0.071,0.093,0.069,0.021,0.003,1,0,0
14,0.538,0.441,0.15,0.988,0.441,0.223,0.324,1,0,0
22,0.691,0.528,0.199,1.524,0.73,0.347,0.447,0,0,1
8,0.278,0.19,0.057,0.07,0.041,0.027,0.002,1,0,0
12,0.458,0.335,0.132,0.43,0.218,0.077,0.135,0,0,1
12,0.419,0.327,0.08,0.352,0.14,0.162,0.05,1,0,0
10,0.597,0.485,0.196,1.117,0.597,0.221,0.299,1,0,0
9,0.438,0.343,0.115,0.673,0.381,0.166,0.126,0,1,0
12,0.324,0.234,0.07,0.118,0.041,0.028,0.049,0,0,1
6,0.429,0.325,0.094,0.155,0.135,0.015,0.005,0,1,0
18,0.475,0.368,0.154,0.634,0.278,0.144,0.212,1,0,0
16,0.698,0.572,0.172,1.743,0.866,0.403,0.474,1,0,0
16,0.552,0.461,0.178,0.962,0.406,0.251,0.305,0,1,0
20,0.644,0.516,0.161,1.392,0.636,0.328,0.428,0,0,1
18,0.34,0.255,0.094,0.014,0.001,0.001,0.012,0,0,1
22,0.474,0.366,0.159,0.845,0.379,0.183,0.283,0,1,0
15,0.588,0.451,0.144,0.737,0.363,0.178,0.196,0,1,0
12,0.585,0.458,0.142,0.802,0.343,0.2,0.259,1,0,0
15,0.55,0.433,0.171,0.924,0.55,0.226,0.148,0,0,1
21,0.687,0.514,0.175,1.111,0.467,0.24,0.404,1,0,0
14,0.611,0.478,0.167,0.952,0.401,0.258,0.293,0,0,1
16,0.392,0.295,0.094,0.407,0.174,0.104,0.129,0,0,1
18,0.701,0.557,0.175,1.289,0.611,0.282,0.396,0,0,1
1,0.321,0.252,0.042,0.01,0.006,0.002,0.002,0,0,1
8,0.529,0.416,0.122,0.628,0.337,0.166,0.125,0,1,0
8,0.609,0.487,0.165,0.801,0.463,0.198,0.14,0,0,1
14,0.59,0.44,0.13,0.893,0.425,0.176,0.292,1,0,0
16,0.59,0.452,0.197,1.08,0.473,0.276,0.331,1,0,0
16,0.677,0.524,0.177,0.947,0.417,0.273,0.257,0,0,1
20,0.623,0.475,0.161,1.183,0.459,0.328,0.396,0,0,1
9,0.377,0.288,0.057,0.004,0.001,0.001,0.002,1,0,0
16,0.546,0.417,0.149,0.784,0.32,0.192,0.272,1,0,0
16,0.451,0.364,0.109,0.737,0.363,0.143,0.231,0,1,0
4,0.408,0.321,0.081,0.364,0.136,0.092,0.136,0,0,1
20,0.555,0.442,0.148,1.081,0.46,0.27,0.351,1,0,0
24,0.55,0.397,0.16,0.772,0.285,0.189,0.298,1,0,0
8,0.563,0.439,0.135,1.06,0.49,0.249,0.321,0,1,0
18,0.753,0.57,0.216,1.622,0.798,0.372,0.452,1,0,0
12,0.382,0.286,0.08,0.15,0.044,0.001,0.105,0,0,1
18,0.696,0.537,0.191,1.201,0.58,0.262,0.359,0,0,1
27,0.56,0.436,0.156,0.843,0.293,0.222,0.328,1,0,0
10,0.51,0.429,0.109,0.665,0.338,0.146,0.181,0,0,1
18,0.55,0.444,0.163,0.863,0.374,0.192,0.297,0,0,1
16,0.28,0.239,0.069,0.19,0.013,0.025,0.152,0,0,1
12,0.418,0.314,0.127,0.599,0.279,0.106,0.214,0,1,0
10,0.567,0.411,0.135,1.17,0.591,0.293,0.286,0,0,1
18,0.495,0.395,0.122,0.475,0.12,0.15,0.205,1,0,0
14,0.629,0.468,0.163,1.159,0.552,0.249,0.358,0,0,1
24,0.722,0.571,0.204,1.287,0.604,0.299,0.384,1,0,0
10,0.505,0.386,0.122,0.709,0.31,0.155,0.244,0,0,1
18,0.568,0.454,0.133,1.129,0.467,0.253,0.409,0,1,0
16,0.6,0.462,0.153,0.925,0.421,0.167,0.337,1,0,0
14,0.386,0.295,0.102,0.357,0.168,0.101,0.088,1,0,0
20,0.494,0.413,0.106,0.798,0.394,0.133,0.271,0,1,0
21,0.596,0.463,0.156,1.195,0.541,0.266,0.388,1,0,0
10,0.425,0.337,0.094,0.441,0.168,0.108,0.165,0,0,1
15,0.568,0.438,0.166,0.903,0.422,0.213,0.268,0,0,1
18,0.481,0.367,0.158,0.793,0.314,0.214,0.265,0,1,0
16,0.638,0.526,0.193,1.283,0.56,0.274,0.449,1,0,0
12,0.558,0.424,0.175,1.075,0.431,0.235,0.409,0,1,0
18,0.684,0.526,0.198,1.332,0.654,0.272,0.406,1,0,0
12,0.576,0.446,0.167,0.903,0.441,0.168,0.294,0,1,0
20,0.555,0.437,0.15,0.882,0.384,0.196,0.302,0,0,1
2,0.424,0.335,0.129,0.567,0.269,0.131,0.167,0,1,0
14,0.447,0.379,0.11,0.578,0.218,0.119,0.241,0,1,0
15,0.365,0.271,0.116,0.186,0.087,0.02,0.079,0,0,1
18,0.52,0.428,0.162,0.813,0.356,0.159,0.298,0,0,1
14,0.572,0.439,0.162,0.84,0.413,0.196,0.231,0,0,1
18,0.595,0.457,0.194,1.112,0.486,0.289,0.337,0,1,0
22,0.454,0.343,0.115,0.382,0.075,0.101,0.206,0,0,1
16,0.629,0.468,0.187,1.177,0.491,0.29,0.396,0,1,0
15,0.543,0.416,0.12,0.882,0.434,0.222,0.226,0,1,0
15,0.36,0.275,0.075,0.047,0.001,0.001,0.045,0,1,0
22,0.695,0.558,0.232,1.726,0.794,0.431,0.501,0,0,1
16,0.607,0.454,0.191,1.24,0.587,0.297,0.356,0,0,1
27,0.815,0.65,0.261,1.793,0.807,0.407,0.579,1,0,0
21,0.567,0.441,0.183,1.198,0.507,0.25,0.441,1,0,0
10,0.502,0.368,0.132,0.701,0.256,0.211,0.234,0,0,1
10,0.567,0.428,0.13,0.918,0.527,0.175,0.216,0,0,1
21,0.623,0.477,0.165,0.945,0.453,0.26,0.232,0,0,1
14,0.73,0.563,0.201,1.51,0.71,0.331,0.469,1,0,0
